,id,fecha,date,calidad,hora,minuto,aforo,x_lamina,y_lamina,tipo_salida,tramo,codigo_sensor_nivel,codigo_sensor_vel_sup,tipo_aforo,caudal_total,error_caudal,area_mojada,profundidad_media,perimetro_mojado,dispositivo,error_dispositivo,ancho_superficial,velocidad_promedio,radio_hidraulico,longitud,latitud,texto_1,texto_2,timestamp,updated,offset,item_fk_id,user_id
385,909,2006-08-28,2006-08-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,34.897,,45.77,1.64,29.637,MF-PRO,,29.0,0.762,1.544,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
386,910,2010-05-04,2010-05-04 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,34.379,,46.31,1.557,31.01,MF-PRO,,30.0,0.742,1.493,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
387,911,2012-10-10,2012-10-10 09:20:00,1.0,9.0,20.0,1.0,,,,,,,,21.425,,37.816,1.198,31.274,MF-PRO,,30.4,0.567,1.209,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
388,912,2012-10-10,2012-10-10 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,35.656,,47.733,1.514,31.839,MF-PRO,,30.4,0.747,1.499,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
389,913,2013-02-13,2013-02-13 06:30:00,1.0,6.0,30.0,1.0,,,,,,,,43.227,,43.742,1.963,23.81,MF-PRO,,20.7,0.988,1.837,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
390,914,2013-06-26,2013-06-26 07:30:00,1.0,7.0,30.0,1.0,,,,,,,,73.918,,70.8,2.004,35.863,MF-PRO,,34.5,1.044,1.974,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
391,915,2013-07-24,2013-07-24 07:00:00,1.0,7.0,0.0,1.0,,,,,,,,51.518,,57.54,1.755,33.593,MF-PRO,,32.8,0.895,1.713,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
392,916,2013-08-14,2013-08-14 07:20:00,1.0,7.0,20.0,1.0,,,,,,,,32.97,,47.934,1.571,31.732,MF-PRO,,30.45,0.688,1.511,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
393,917,2014-02-19,2014-02-19 05:37:00,1.0,5.0,37.0,1.0,,,,,,,,24.082,,42.901,1.352,33.292,MF-PRO,,32.33,0.561,1.289,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
394,918,2014-10-15,2014-10-15 16:43:00,1.0,16.0,43.0,1.0,,,,,,,,39.191,,55.44,1.617,34.265,MF-PRO,,33.0,0.707,1.618,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
395,919,2016-07-06,2016-07-06 07:36:00,1.0,7.0,36.0,1.0,,,,,,,,120.392,,87.795,2.299,38.233,MF-PRO,,36.0,1.371,2.296,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
396,920,2016-07-19,2016-07-19 12:20:00,1.0,12.0,20.0,1.0,,,,,,,,64.625,,59.085,1.682,34.59,MF-PRO,,33.0,1.094,1.708,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
397,921,2016-07-26,2016-07-26 06:50:00,1.0,6.0,50.0,1.0,,,,,,,,18.803,,31.533,1.182,29.467,MF-PRO,,28.5,0.596,1.07,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
398,922,2013-06-19,2013-06-19 12:13:00,1.0,12.0,13.0,1.0,,,,,,,,0.065,,0.194,0.05,4.033,MF-PRO,,4.0,0.335,0.048,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,331,1
399,923,2014-02-12,2014-02-12 08:20:00,1.0,8.0,20.0,1.0,,,,,,,,0.04,,0.082,0.086,1.105,MF-PRO,,0.95,0.488,0.074,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,331,1
400,924,2014-03-19,2014-03-19 09:00:00,1.0,9.0,0.0,1.0,,,,,,,,0.022,,0.088,0.066,1.58,MF-PRO,,1.4,0.25,0.056,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,331,1
401,925,2015-05-08,2015-05-08 10:28:00,0.0,10.0,28.0,1.0,,,,,,,,0.027,,0.106,0.045,2.497,MF-PRO,,2.4,0.255,0.042,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,331,1
402,926,2004-03-11,2004-03-11 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,79.322,,46.875,1.542,28.409,MF-PRO,,27.0,1.692,1.65,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,332,1
403,927,2016-07-19,2016-07-19 10:31:00,1.0,10.0,31.0,1.0,,,,,,,,61.99,,51.024,1.587,31.575,MF-PRO,,30.3,1.215,1.616,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,332,1
404,928,2004-08-03,2004-08-03 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.446,,0.627,0.096,6.571,MF-PRO,,6.4,0.711,0.095,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,333,1
405,929,2013-03-06,2013-03-06 11:50:00,1.0,11.0,50.0,1.0,,,,,,,,0.162,,0.395,0.083,4.981,MF-PRO,,4.8,0.41,0.079,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,333,1
406,930,2016-07-26,2016-07-26 11:56:00,1.0,11.0,56.0,1.0,,,,,,,,35.529,,38.168,2.008,22.841,MF-PRO,,17.45,0.931,1.671,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,334,1
407,931,2004-04-14,2004-04-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,5.384,,7.431,0.468,17.82,MF-PRO,,17.1,0.725,0.417,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
408,932,2004-04-28,2004-04-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,6.95,,9.21,0.565,18.51,MF-PRO,,17.1,0.755,0.498,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
409,933,2004-05-12,2004-05-12 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,5.545,,9.054,0.53,18.434,MF-PRO,,17.3,0.612,0.491,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
410,934,2004-09-08,2004-09-08 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,3.388,,4.378,0.36,14.218,MF-PRO,,13.5,0.774,0.308,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
411,935,2006-05-08,2006-05-08 00:00:00,0.0,0.0,0.0,1.0,,,,,,,,3.696,,11.71,0.833,15.699,MF-PRO,,14.0,0.316,0.746,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
412,936,2006-05-30,2006-05-30 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,5.279,,7.59,0.41,19.769,MF-PRO,,19.5,0.696,0.384,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
413,937,2006-06-05,2006-06-05 07:20:00,1.0,7.0,20.0,1.0,,,,,,,,18.967,,14.359,0.955,16.936,MF-PRO,,15.0,1.321,0.848,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
414,938,2006-06-05,2006-06-05 09:50:00,1.0,9.0,50.0,1.0,,,,,,,,20.969,,13.961,0.839,18.024,MF-PRO,,16.5,1.502,0.775,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
415,939,2006-06-05,2006-06-05 11:30:00,1.0,11.0,30.0,1.0,,,,,,,,19.238,,15.702,0.862,19.529,MF-PRO,,18.0,1.225,0.804,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
416,940,2006-06-05,2006-06-05 13:00:00,1.0,13.0,0.0,1.0,,,,,,,,20.551,,16.111,0.808,21.081,MF-PRO,,19.7,1.276,0.764,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
417,941,2010-04-21,2010-04-21 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,4.101,,5.604,0.316,19.682,MF-PRO,,19.6,0.732,0.285,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
418,942,2010-05-04,2010-05-04 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,13.218,,12.21,0.687,19.888,MF-PRO,,19.6,1.083,0.614,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
419,943,2010-03-23,2010-03-23 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,1.347,,1.944,0.272,9.413,MF-PRO,,9.0,0.693,0.207,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
420,944,2010-04-14,2010-04-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,5.158,,7.018,0.446,17.827,MF-PRO,,17.6,0.735,0.394,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
421,945,2010-04-28,2010-04-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,4.098,,5.49,0.369,17.715,MF-PRO,,17.0,0.746,0.31,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
422,946,2012-10-10,2012-10-10 11:20:00,1.0,11.0,20.0,1.0,,,,,,,,5.933,,8.22,0.466,19.632,MF-PRO,,19.0,0.722,0.419,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
423,947,2012-10-24,2012-10-24 12:47:00,1.0,12.0,47.0,1.0,,,,,,,,9.569,,11.38,0.537,22.065,MF-PRO,,21.0,0.841,0.516,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
424,948,2012-11-14,2012-11-14 09:45:00,1.0,9.0,45.0,1.0,,,,,,,,9.273,,9.915,0.474,20.886,MF-PRO,,20.0,0.935,0.475,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
425,949,2012-11-21,2012-11-21 10:30:00,1.0,10.0,30.0,1.0,,,,,,,,11.312,,15.34,0.759,21.302,MF-PRO,,20.0,0.737,0.72,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
426,950,2013-02-13,2013-02-13 13:00:00,1.0,13.0,0.0,1.0,,,,,,,,7.29,,9.49,0.478,21.032,MF-PRO,,20.0,0.768,0.451,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
427,951,2013-02-27,2013-02-27 13:00:00,1.0,13.0,0.0,1.0,,,,,,,,5.74,,8.43,0.432,21.084,MF-PRO,,20.0,0.681,0.4,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
428,952,2013-02-27,2013-02-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,3.327,,5.28,0.264,20.524,MF-PRO,,20.0,0.63,0.257,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
429,953,2013-02-27,2013-02-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,20.446,,16.8,0.836,21.632,MF-PRO,,20.0,1.217,0.777,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
430,954,2013-06-19,2013-06-19 08:45:00,1.0,8.0,45.0,1.0,,,,,,,,8.951,,10.84,0.552,21.319,MF-PRO,,20.0,0.826,0.508,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
431,955,2013-06-26,2013-06-26 09:10:00,1.0,9.0,10.0,1.0,,,,,,,,8.723,,11.3,0.568,21.21,MF-PRO,,20.0,0.772,0.533,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
432,956,2013-06-26,2013-06-26 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,6.002,,9.0,0.45,20.906,MF-PRO,,20.0,0.667,0.43,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
433,957,2013-08-14,2013-08-14 09:35:00,1.0,9.0,35.0,1.0,,,,,,,,8.627,,11.79,0.627,20.832,MF-PRO,,20.0,0.732,0.566,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
434,958,2013-08-14,2013-08-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,4.606,,10.3,0.507,20.874,MF-PRO,,20.0,0.447,0.493,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
435,959,2014-02-19,2014-02-19 09:29:00,1.0,9.0,29.0,1.0,,,,,,,,4.579,,10.24,0.523,21.291,MF-PRO,,20.0,0.447,0.481,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
436,960,2014-02-26,2014-02-26 09:29:00,1.0,9.0,29.0,1.0,,,,,,,,5.828,,11.13,0.555,21.091,MF-PRO,,20.0,0.524,0.528,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
437,961,2014-11-12,2014-11-12 10:44:00,0.0,10.0,44.0,1.0,,,,,,,,15.377,,10.165,0.495,20.75,MF-PRO,,20.0,1.513,0.49,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
438,962,2015-02-24,2015-02-24 01:40:00,1.0,1.0,40.0,1.0,,,,,,,,1.341,,1.42,0.178,8.358,MF-PRO,,8.0,0.944,0.17,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
439,963,2015-11-03,2015-11-03 09:22:00,1.0,9.0,22.0,1.0,,,,,,,,3.258,,3.052,0.164,18.236,MF-PRO,,18.0,1.067,0.167,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
440,964,2015-06-05,2015-06-05 08:10:00,1.0,8.0,10.0,1.0,,,,,,,,3.312,,3.401,0.2,17.18,MF-PRO,,16.8,0.974,0.198,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
441,965,2015-05-08,2015-05-08 08:55:00,1.0,8.0,55.0,1.0,,,,,,,,2.464,,2.9,0.16,18.308,MF-PRO,,18.0,0.85,0.158,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
442,966,2016-02-25,2016-02-25 09:26:00,1.0,9.0,26.0,1.0,,,,,,,,1.738,,1.923,0.192,10.366,MF-PRO,,10.0,0.904,0.186,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
443,967,2016-02-25,2016-02-25 14:59:00,0.0,14.0,59.0,1.0,,,,,,,,2.521,,2.773,0.189,15.893,MF-PRO,,15.7,0.909,0.174,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
444,968,2016-07-06,2016-07-06 13:00:00,1.0,13.0,0.0,1.0,,,,,,,,5.625,,4.804,0.266,18.512,MF-PRO,,18.0,1.171,0.26,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
445,969,2016-07-13,2016-07-13 05:52:00,1.0,5.0,52.0,1.0,,,,,,,,3.362,,3.888,0.198,19.908,MF-PRO,,19.54,0.865,0.195,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
446,970,2016-07-26,2016-07-26 10:13:00,1.0,10.0,13.0,1.0,,,,,,,,3.95,,6.248,0.485,14.077,MF-PRO,,13.1,0.632,0.444,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
447,971,2016-07-26,2016-07-26 09:12:00,1.0,9.0,12.0,1.0,,,,,,,,31.562,,26.868,1.562,24.682,MF-PRO,,18.3,1.175,1.089,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,336,1
448,972,2016-07-13,2016-07-13 10:30:00,1.0,10.0,30.0,1.0,,,,,,,,9.791,,12.617,0.331,38.208,MF-PRO,,37.5,0.776,0.33,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,337,1
449,973,2016-07-14,2016-07-14 06:56:00,1.0,6.0,56.0,1.0,,,,,,,,7.191,,10.224,0.287,36.772,MF-PRO,,36.1,0.703,0.278,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,337,1
450,974,2004-09-22,2004-09-22 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.695,,0.73,0.118,6.506,MF-PRO,,6.4,0.952,0.112,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,338,1
451,975,2004-08-03,2004-08-03 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,0.93,,0.681,0.182,4.514,MF-PRO,,4.3,1.366,0.151,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
452,976,2010-05-12,2010-05-12 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,1.258,,1.074,0.152,7.678,MF-PRO,,7.6,1.171,0.14,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
453,977,2010-04-14,2010-04-14 00:00:00,2.0,0.0,0.0,1.0,,,,,,,,1.536,,0.794,0.101,8.416,MF-PRO,,8.4,1.935,0.094,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
454,978,2012-10-31,2012-10-31 11:00:00,1.0,11.0,0.0,1.0,,,,,,,,2.01,,1.289,0.189,6.865,MF-PRO,,6.7,1.559,0.188,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
455,979,2013-03-06,2013-03-06 10:00:00,1.0,10.0,0.0,1.0,,,,,,,,0.696,,0.808,0.113,7.24,MF-PRO,,7.2,0.861,0.112,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
456,980,2013-07-31,2013-07-31 08:35:00,1.0,8.0,35.0,1.0,,,,,,,,0.625,,0.818,0.136,7.013,MF-PRO,,7.0,0.764,0.117,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
457,981,2013-09-18,2013-09-18 12:17:00,1.0,12.0,17.0,1.0,,,,,,,,1.045,,0.882,0.133,7.108,MF-PRO,,7.0,1.185,0.124,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
458,982,2014-03-12,2014-03-12 12:17:00,1.0,12.0,17.0,1.0,,,,,,,,2.107,,1.078,0.154,8.023,MF-PRO,,8.0,1.955,0.134,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
459,983,2014-11-05,2014-11-05 08:45:00,1.0,8.0,45.0,1.0,,,,,,,,1.516,,0.924,0.243,5.118,MF-PRO,,4.0,1.641,0.181,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
460,984,2015-02-09,2015-02-09 09:55:00,1.0,9.0,55.0,1.0,,,,,,,,0.526,,0.612,0.102,7.007,MF-PRO,,7.0,0.859,0.087,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
461,985,2004-05-12,2004-05-12 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,27.743,,26.182,1.108,24.063,MF-PRO,,23.1,1.06,1.088,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
462,986,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,27.123,,22.769,1.019,21.741,MF-PRO,,21.05,1.191,1.047,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
463,987,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,26.568,,27.57,1.067,23.501,MF-PRO,,22.5,0.964,1.173,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
464,988,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,31.333,,26.513,1.031,23.562,MF-PRO,,22.5,1.182,1.125,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
465,989,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,31.183,,25.65,0.923,24.955,MF-PRO,,24.5,1.216,1.028,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
466,990,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,35.168,,25.924,0.998,24.024,MF-PRO,,23.5,1.357,1.079,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
467,991,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,33.593,,26.67,1.026,24.012,MF-PRO,,23.5,1.26,1.111,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
468,992,2004-08-18,2004-08-18 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,33.383,,23.2,1.275,20.457,MF-PRO,,18.0,1.439,1.134,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
469,993,2004-08-18,2004-08-18 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,29.17,,22.7,1.087,21.421,MF-PRO,,20.0,1.285,1.06,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
470,994,2004-08-29,2004-08-29 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,17.446,,23.08,1.154,22.368,MF-PRO,,22.0,0.756,1.032,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
471,995,2004-08-29,2004-08-29 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,19.821,,25.12,1.256,22.539,MF-PRO,,22.0,0.789,1.115,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
472,996,2004-09-08,2004-09-08 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,16.854,,19.492,1.245,18.198,MF-PRO,,16.5,0.865,1.071,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
473,997,2006-05-08,2006-05-08 09:00:00,1.0,9.0,0.0,1.0,,,,,,,,79.644,,37.463,2.016,21.676,MF-PRO,,18.0,2.126,1.728,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
474,998,2006-05-30,2006-05-30 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,57.528,,33.21,1.643,21.85,MF-PRO,,19.5,1.732,1.52,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
475,999,2006-06-11,2006-06-11 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,49.496,,35.977,1.747,22.848,MF-PRO,,21.0,1.376,1.575,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
476,1000,2006-06-27,2006-06-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,36.914,,30.555,1.375,23.768,MF-PRO,,22.5,1.208,1.286,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
477,1001,2006-07-17,2006-07-17 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,22.362,,26.16,1.163,24.52,MF-PRO,,24.0,0.855,1.067,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
478,1002,2006-07-24,2006-07-24 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,21.033,,24.555,1.091,24.464,MF-PRO,,24.0,0.857,1.004,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
479,1003,2006-08-08,2006-08-08 00:00:00,2.0,0.0,0.0,1.0,,,,,,,,27.424,,25.0,1.054,23.907,MF-PRO,,23.2,1.097,1.046,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
480,1004,2006-08-15,2006-08-15 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,24.37,,24.045,1.145,23.207,MF-PRO,,22.5,1.014,1.036,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
481,1005,2006-08-28,2006-08-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,29.41,,26.58,1.276,23.428,MF-PRO,,22.5,1.106,1.135,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
482,1006,2004-04-14,2004-04-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,6.486,,10.32,0.397,28.16,MF-PRO,,28.0,0.628,0.366,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
483,1007,2004-04-28,2004-04-28 00:00:00,2.0,0.0,0.0,1.0,,,,,,,,9.924,,14.609,0.562,28.259,MF-PRO,,28.0,0.679,0.517,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
484,1008,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,6.819,,10.745,0.406,29.306,MF-PRO,,28.5,0.635,0.367,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
485,1009,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,6.86,,11.242,0.415,28.955,MF-PRO,,28.0,0.61,0.388,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
486,1010,2004-07-14,2004-07-14 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.491,,11.926,0.408,30.458,MF-PRO,,30.2,0.628,0.392,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
487,1011,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,8.226,,11.583,0.399,30.785,MF-PRO,,29.9,0.71,0.376,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
488,1012,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,10.042,,13.512,0.448,31.334,MF-PRO,,30.9,0.743,0.431,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
489,1013,2004-07-27,2004-07-27 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.258,,13.41,0.446,31.359,MF-PRO,,30.9,0.69,0.428,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
490,1014,2004-08-18,2004-08-18 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.12,,12.456,0.425,30.483,MF-PRO,,30.2,0.732,0.409,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
491,1015,2004-08-18,2004-08-18 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.356,,12.2,0.405,30.55,MF-PRO,,30.0,0.603,0.399,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
492,1016,2004-09-08,2004-09-08 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.677,,11.237,0.401,30.609,MF-PRO,,30.3,0.683,0.367,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
493,1017,2006-06-11,2006-06-11 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,34.97,,21.099,0.71,31.865,MF-PRO,,31.7,1.657,0.662,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
494,1018,2006-07-17,2006-07-17 00:00:00,0.0,0.0,0.0,1.0,,,,,,,,7.367,,8.808,0.458,20.668,MF-PRO,,20.0,0.836,0.426,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
495,1019,2006-07-24,2006-07-24 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,5.74,,8.64,0.388,23.211,MF-PRO,,22.7,0.664,0.372,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
496,1020,2006-07-30,2006-07-30 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.171,,10.56,0.414,27.052,MF-PRO,,26.0,0.679,0.39,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
497,1021,2006-08-08,2006-08-08 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,7.322,,11.036,0.417,28.342,MF-PRO,,27.3,0.663,0.389,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
498,1022,2006-08-15,2006-08-15 12:30:00,1.0,12.0,30.0,1.0,,,,,,,,7.546,,11.956,0.449,29.554,MF-PRO,,28.8,0.631,0.405,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
499,1023,2006-08-28,2006-08-28 00:00:00,1.0,0.0,0.0,1.0,,,,,,,,9.098,,12.945,0.444,30.894,MF-PRO,,30.0,0.703,0.419,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,341,1
